RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
218	SKA1-SYS_REQ-2853	"SKA1_Mid, when commanded, shall provide, through configuration, 1, 2, 3, or 4 separate VLBI specific beams, each with independently selectable centre frequency, bandwidth, frequency resolution and pointing."	Derived to L2	Yes	TM_REQ_311	"TMO shall be able to configure a Scheduling Block to perform VLBI operations, allowing for at least the following parameters to be set:
1.   Channel width:         512MHz, 256MHz, 128MHz, 64MHz, 32MHz, 16MHz, 4MHz, 1MHz,
2.   Sampling rate:          Nyquist frequency < frequency < factor of two oversampling for the selected bandwidth,
3.   Word formats:         2,4,8 or 16-bit integer,
4.   Polarization:              Dual or Single,
5.   Centre Frequency:   0.01MHz step selectable within frequency bounds of selected bandwidth,
6.   Bandwidth (per beam),
7.   frequency resolution (per beam),
8.   Dish selection:          The set of Dishes to form VLBI beams with (min. one, max. all Dishes of the Sub-array),
9.   Number of beams:    1 to 4,
10. Sub-array frequency band.
 
Note: The combination of centre frequency and bandwidth is restricted by the total width of the selected Sub-array frequency band.
 
Note: These restrictions will be enforced at the point that the Scheduling Block is created."
221	SKA1-SYS_REQ-2856	"SKA1_Mid shall be able to generate VLBI beam data with a selectable channel width of: 512, 256, 128, 64, 32, 16, 8, 4, 2, or 1 MHz."	Derived to L2	Yes	TM_REQ_311	"TMO shall be able to configure a Scheduling Block to perform VLBI operations, allowing for at least the following parameters to be set:
1.   Channel width:         512MHz, 256MHz, 128MHz, 64MHz, 32MHz, 16MHz, 4MHz, 1MHz,
2.   Sampling rate:          Nyquist frequency < frequency < factor of two oversampling for the selected bandwidth,
3.   Word formats:         2,4,8 or 16-bit integer,
4.   Polarization:              Dual or Single,
5.   Centre Frequency:   0.01MHz step selectable within frequency bounds of selected bandwidth,
6.   Bandwidth (per beam),
7.   frequency resolution (per beam),
8.   Dish selection:          The set of Dishes to form VLBI beams with (min. one, max. all Dishes of the Sub-array),
9.   Number of beams:    1 to 4,
10. Sub-array frequency band.
 
Note: The combination of centre frequency and bandwidth is restricted by the total width of the selected Sub-array frequency band.
 
Note: These restrictions will be enforced at the point that the Scheduling Block is created.
"
224	SKA1-SYS_REQ-2860	SKA1_Mid shall be able to allocate individual VLBI beams to different subarrays.	Derived to L2	Yes	TM_REQ_311	"TMO shall be able to configure a Scheduling Block to perform VLBI operations, allowing for at least the following parameters to be set:
1.   Channel width:         512MHz, 256MHz, 128MHz, 64MHz, 32MHz, 16MHz, 4MHz, 1MHz,
2.   Sampling rate:          Nyquist frequency < frequency < factor of two oversampling for the selected bandwidth,
3.   Word formats:         2,4,8 or 16-bit integer,
4.   Polarization:              Dual or Single,
5.   Centre Frequency:   0.01MHz step selectable within frequency bounds of selected bandwidth,
6.   Bandwidth (per beam),
7.   frequency resolution (per beam),
8.   Dish selection:          The set of Dishes to form VLBI beams with (min. one, max. all Dishes of the Sub-array),
9.   Number of beams:    1 to 4,
10. Sub-array frequency band.
 
Note: The combination of centre frequency and bandwidth is restricted by the total width of the selected Sub-array frequency band.
 
Note: These restrictions will be enforced at the point that the Scheduling Block is created."
220	SKA1-SYS_REQ-2855	"SKA1_Mid shall, when commanded, generate VLBI beams with a spectral resolution different from the spectral resolution used for imaging within the same subarray."	Derived to L2	Yes	TM_REQ_312	"When multiple processes are configured on a single Sub-array, TM shall allow configurations of CSP and SDP to have different spectral resolutions as performance parameters, provided the process types are mutually exclusive by belonging to either of the following types:
1. Correlation (Continuum Imaging, Spectral Line Imaging)
2. Beamforming (Pulsar Search, Pulsar Timing, VLBI)
Note, for example if Pulsar Search and Pulsar Timing are used together, the spectral resolution can not be different since they are of the same type."
217	SKA1-SYS_REQ-2852	"SKA1_Mid, when commanded, shall change the pointing, centre frequency, and bandwidth of each VLBI tied-array beam independently, on scan boundaries."	Derived to L2	Yes	TM_REQ_313	"TM shall implement a change in frequency (centre frequency, frequency band and bandwidth) for VLBI, from when the instruction is read, till when the resulting commands are output from TM, to within 1 second.
"
219	SKA1-SYS_REQ-2854	"SKA1_Mid shall, when commanded, reconfigure the centre frequency, frequency band, and bandwidth for each tied-array beam, in less than 30 seconds."	Derived to L2	Yes	TM_REQ_313	"TM shall implement a change in frequency (centre frequency, frequency band and bandwidth) for VLBI, from when the instruction is read, till when the resulting commands are output from TM, to within 1 second."
149	SKA1-SYS_REQ-2689	"SKA1_Mid, when commanded, shall produce up to four VLBI  beams, each of which may be in a separate subarray."	Derived to L2	Yes	TM_REQ_314	"TM shall be able to perform 4 separate VLBI Scheduling Blocks simultaneously by means of having 4 different Sub-arrays configured for VLBI observations.
"
218	SKA1-SYS_REQ-2853	"SKA1_Mid, when commanded, shall provide, through configuration, 1, 2, 3, or 4 separate VLBI specific beams, each with independently selectable centre frequency, bandwidth, frequency resolution and pointing."	Derived to L2	Yes	TM_REQ_314	"TM shall be able to perform 4 separate VLBI Scheduling Blocks simultaneously by means of having 4 different Sub-arrays configured for VLBI observations.
"
178	SKA1-SYS_REQ-2759	"SKA1_Mid, when commanded, shall generate VLBI beams from any or all receptors within the corresponding subarray, which are separated by at most 100km"	Derived to L2	Yes	TM_REQ_316	"When a Scheduling Block is configured to perform VLBI on SKA1-Mid Telescope, and the allocated Sub-array's constituent Dish receptors are separated by more than 100 000 m, the TMO shall warn the observation designer that it may not perform the VLBI operation as specified."
274	SKA1-SYS_REQ-2994	SKA1_Low stations within the same subarray shall be configured identically when performing observations.?	Derived to L2	Yes	TM_REQ_317	"TM shall ensure a Sub-array's configuration remains valid, during its operational use by a Scheduling Block, by maintaining the following constraints:
1. For each constituent Dish or LFAA Logical Station element, the frequency configuration remains equal.
2. For each constituent Dish or LFAA Logical Station element, the pointing (i.e. the desired location in the sky to which it must point) remains equal.
3. For each constituent Dish or LFAA Logical Station element, the RFI flagging control parameters remain equal.
"
275	SKA1-SYS_REQ-2995	SKA1_Mid dishes in the same subarray shall be configured identically when performing observations.?	Derived to L2	Yes	TM_REQ_317	"TM shall ensure a Sub-array's configuration remains valid, during its operational use by a Scheduling Block, by maintaining the following constraints:
1. For each constituent Dish or LFAA Logical Station element, the frequency configuration remains equal.
2. For each constituent Dish or LFAA Logical Station element, the pointing (i.e. the desired location in the sky to which it must point) remains equal.
3. For each constituent Dish or LFAA Logical Station element, the RFI flagging control parameters remain equal."
280	SKA1-SYS_REQ-3000	"The SKA1_Low, when performing observations and when stations fail, shall flag the data from those stations within TBD and not remove faulty stations from the subarray within scheduling block boundaries"	Derived to L2	Yes	TM_REQ_318	"If any equipment of SKA1-Low LFAA Field Nodes (that are part of a Logical Station) or SKA1-Mid dishes fail (i.e. become degraded or non-operational) during the execution of a Scheduling Block on a Sub-array to which the these members belong, TM shall do the following:
1.      Flag the relevant member as faulty for information to be used by SDP during downstream processing.
2.      Flag the relevant member as faulty for information to the CSP.
2.      Ensure the relevant member is still treated as a constituent of the Sub-array even though its functionality has been lost until the Scheduling Block execution has finished.
 
Note 1: The granularity of flagging for LFAA will be down to Field Node level.
 
Note 2: Latency of flagging to SDP is addressed in "
281	SKA1-SYS_REQ-3001	"The SKA1_Mid, when performing observations and when dishes fail, shall flag the data from those dishes within TBD and not remove faulty dishes from the subarray within scheduling block boundaries"	Derived to L2	Yes	TM_REQ_318	"If any equipment of SKA1-Low LFAA Field Nodes (that are part of a Logical Station) or SKA1-Mid dishes fail (i.e. become degraded or non-operational) during the execution of a Scheduling Block on a Sub-array to which the these members belong, TM shall do the following:
1.      Flag the relevant member as faulty for information to be used by SDP during downstream processing.
2.      Flag the relevant member as faulty for information to the CSP.
2.      Ensure the relevant member is still treated as a constituent of the Sub-array even though its functionality has been lost until the Scheduling Block execution has finished.
 
Note 1: The granularity of flagging for LFAA will be down to Field Node level.
 
Note 2: Latency of flagging to SDP is addressed in "
286	SKA1-SYS_REQ-3009	The dish pointing for each SKA1_Mid subarray shall be commanded individually and independently.?	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
287	SKA1-SYS_REQ-3010	The frequency resolution for each SKA1_Low subarray shall be independently selectable.	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
289	SKA1-SYS_REQ-3012	The bandwidth for each SKA1_Low subarray shall be individually configurable.	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
290	SKA1-SYS_REQ-3013	The observational bandwidth of SKA1_Mid shall be individually and independently configured for each subarray without restricting such choices for other subarrays.	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
291	SKA1-SYS_REQ-3014	The visibility integration period for each SKA1_Low subarray shall be individually and independently configurable.?	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
292	SKA1-SYS_REQ-3015	The visibility integration period of SKA1_Mid shall be individually and independently configured for each subarray without restricting such choices for other subarrays.	Derived to L2	Yes	TM_REQ_319	"TM shall ensure the following settings per Sub-array remain fixed during the execution of a Scheduling Block:
1.      Its frequency resolution,
2.      Its bandwidth,
3.      Its Visibility integration period (if in imaging mode)."
58	SKA1-SYS_REQ-2306	There shall be an interactive forensic tool for evaluating and understanding the state and behaviour of the system at any one time.	Derived to L2	Yes	TM_REQ_32	"The TM shall be able to determine and present to an operator the current and historic (with time range selectable, but up to 5 months TBC14 in the past) utilisation factor of the Telescope in terms of the ratio between the Observation Resource Units currently performing observational experiments (i.e. its core mission) and the Observation Resource Units available to perform observational experiments. TBC14 The utilisation factor shall also be based on the specific observation being performed.
"
307	SKA1-SYS_REQ-3033	"The SKA1_Low, when commanded, shall deliver the applied calibration correction algorithms and parameters up to a time resolution of the data cadence."	Derived to L2	Partial	TM_REQ_320	"TM, when requested by the User, shall identify the calibration correction algorithms and parameters that were applied at the time specified in the User request, up to a time resolution of the data cadence."
308	SKA1-SYS_REQ-3034	"The SKA1_Mid, when commanded, shall deliver the applied calibration correction algorithms and parameters up to a time resolution of the data cadence."	Derived to L2	Partial	TM_REQ_320	"TM, when requested by the User, shall identify the calibration correction algorithms and parameters that were applied at the time specified in the User request, up to a time resolution of the data cadence."
9	SKA1-SYS_REQ-2150	"The visibility integration period for each SKA1_Low subarray shall be independently configurable, with allowed values being an integer multiple of 0.25 seconds (+/-2%) to a maximum of 36 seconds (+/- 2%)."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
27	SKA1-SYS_REQ-2197	"The minimum visibility integration period for each SKA1_Mid subarray shall be independently configurable, with allowed values being an integer multiple of 0.14 seconds to a maximum of 1.4 seconds."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
260	SKA1-SYS_REQ-2968	"SKA1_Mid, when commanded, shall produce correlated visibilities and autocorrelations for all polarization products, for up to four zoom windows, each with bandwidth selected independently from values within 10% of 4 MHz, 8 MHz, 16 MHz, 32 MHz, 64 MHz, 128 MHz and 256 MHz; each independently tuned, with frequency granularity better than 1.1 MHz, such that the entire zoom window lies anywhere within the processed observing band; and each with at least 16384 linearly spaced frequency channels fully covering the zoom window bandwidth."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
262	SKA1-SYS_REQ-2971	"When commanded,  for each subarray, SKA1_Mid shall simultaneously generate zoom windows and standard spectral channels covering the full sampled bandwidth of the observing band."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
310	SKA1-SYS_REQ-3036	"For all dishes belonging to a given subarray,SKA1-Mid, when commanded, shall deliver autocorrelation spectra, with frequency coverage, spectral resolution, per-visibility polarisation products, and spectral and temporal response matching that of the cross-correlation spectra from that subarray."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
311	SKA1-SYS_REQ-3037	"SKA1_Low, when commanded, shall provide full Stokes polarisation products (I, Q, U, V) as part of all observing modes including continuum imaging."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
312	SKA1-SYS_REQ-3038	"The SKA1_Mid, when commanded, shall provide full Stokes polarisation products (I, Q, U, V) as part of all observing modes including Continuum Imaging."	Derived to L2	Yes	TM_REQ_321	"TM shall configure the SKA1_MID Telescope and SKA1_LOW Telescope to perform observations in Continuum Imaging mode (generating I, Q, V and U parameters), which can be confugured by:
1. Centre frequency,
2. Bandwidth,
3. Number of frequency channels,
4. Up to 4 Continuum Imaging zoom windows,
5. Polarisation parameters,
6. Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
7. Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
8. TBD56.
"
2	SKA1-SYS_REQ-2128	Both SKA1_Mid and SKA1_Low shall have an imaging capability that will acquire continuum and spectral?line data concurrently.	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
7	SKA1-SYS_REQ-2148	"A SKA1_Low  subarray, when producing one or more zoom windows, shall for each zoom band produce a fixed number of least 52,500 and no more than 65,536, dependent on implementation, linearly spaced frequency channels covering that zoom band, including the normal spectral channels."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 "
9	SKA1-SYS_REQ-2150	"The visibility integration period for each SKA1_Low subarray shall be independently configurable, with allowed values being an integer multiple of 0.25 seconds (+/-2%) to a maximum of 36 seconds (+/- 2%)."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 "
25	SKA1-SYS_REQ-2195	"For each subarray, SKA1_Mid, when commanded, shall form a fixed  (but band-dependent) number of at least 51,180 and at most 65,536, linearly spaced frequency channels across the frequency band in total.  For Band 5 the total sampled bandwidth is 5 GHz (2 * 2.5 GHz).  "	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 "
27	SKA1-SYS_REQ-2197	"The minimum visibility integration period for each SKA1_Mid subarray shall be independently configurable, with allowed values being an integer multiple of 0.14 seconds to a maximum of 1.4 seconds."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 "
262	SKA1-SYS_REQ-2971	"When commanded,  for each subarray, SKA1_Mid shall simultaneously generate zoom windows and standard spectral channels covering the full sampled bandwidth of the observing band."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
263	SKA1-SYS_REQ-2975	"For each subarray, SKA1_Low, when commanded, shall produce correlated visibilities and autocorrelations for all polarization products, for up to four zoom windows, each with bandwidth selected independently from values within 10% of 4 MHz, 8 MHz, 16 MHz, 32, 64, 128 and 256 MHz , such that the entire zoom window lies entirely within the processed observing band."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
310	SKA1-SYS_REQ-3036	"For all dishes belonging to a given subarray,SKA1-Mid, when commanded, shall deliver autocorrelation spectra, with frequency coverage, spectral resolution, per-visibility polarisation products, and spectral and temporal response matching that of the cross-correlation spectra from that subarray."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
311	SKA1-SYS_REQ-3037	"SKA1_Low, when commanded, shall provide full Stokes polarisation products (I, Q, U, V) as part of all observing modes including continuum imaging."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
312	SKA1-SYS_REQ-3038	"The SKA1_Mid, when commanded, shall provide full Stokes polarisation products (I, Q, U, V) as part of all observing modes including Continuum Imaging."	Derived to L2	Yes	TM_REQ_322	"TM shall configure the SKA1_MID and SKA1 LOW Telescope to perform observations in Spectral Line Imaging observing mode for which the definition of setup and control parameters shall be:
number of spectral channels (from 52,500 to 65,536 for Low, and from 51,180 to 65,536 for MID),
frequency band,
Up to 4 Spectral Line Imaging zoom windows,

Visibility integration period, as integer multiples of 0.25 seconds to a maximum of 36 seconds (SKA1_LOW),
Visibility integration period, as integer multiples of 0.14 seconds to a maximum of 1.4 seconds (SKA1_MID),
TBD56
 
"
59	SKA1-SYS_REQ-2307	The interactive forensic tool shall have an Internet interface with availability on a range of platforms including desktop and mobile devices.	Derived to L2	Yes	TM_REQ_323	"It shall be possible to report Telescope behaviour using an HTTP client over an HTTP Secure network (TBC18).
"
59	SKA1-SYS_REQ-2307	The interactive forensic tool shall have an Internet interface with availability on a range of platforms including desktop and mobile devices.	Derived to L2	Yes	TM_REQ_324	The web client for accessing the reporting of Telescope behaviour shall be at least HTML 5 compliant.
465	SKA1-SYS_REQ-3245	The SKA1_Mid shall have an Inherent Availability of more than 99%	Derived to L2	Yes	TM_REQ_325	"TM shall have a Mean Time Between Failures (refer [RD51]) of not less than 3996 hours.
 
Note this is equivalent to having an availability of 99.9%, and Mean Time to Repair of 4 hours (see "
376	SKA1-SYS_REQ-3141	"The SKA1_Common shall provide the capability for the preparation, design, pre-validation, and submission of proposals through a single, platform-independent system."	Derived to L2	Yes	TM_REQ_326	"The TMO, when it receives a Proposal submission request from a PI for a draft Proposal, shall validate the draft Proposal and set the state of the Proposal to submitted if the Proposal passes validation."
52	SKA1-SYS_REQ-2298	Proposals to search for transient sources shall include rules for issuing VOEvents.	Derived to L2	Yes	TM_REQ_327	"The TMO shall, when requested by the User, report the current states of Proposals.
 
Rationale: These definition of these states will be based on the operations that are performed on proposals, which are derived from TMO requirements (e.g. assisting with drafting, submitting, accepting, ranking, validating a Proposal).
"
51	SKA1-SYS_REQ-2296	"The SKA1_Mid or SKA1_Low, when commanded, shall respond to the detection of transient events via one or more of the following: (a) adjust the scheduling queue on the telescope of origin; (b) issuing a Virtual Observatory Event, VOEvent; (c) issuing a Target of Opportunity, ToO, announcement to SKA Telescopes."	Derived to L2	Yes	TM_REQ_329	"SKA1-Mid TM shall receive SKA1-Low generated transient announcements as VO Events from SKA1-Low TM via the I.S1ML.TM_TM interface.
"
58	SKA1-SYS_REQ-2306	There shall be an interactive forensic tool for evaluating and understanding the state and behaviour of the system at any one time.	Derived to L2	Yes	TM_REQ_33	"The TM shall determine and present to an operator the current and historic (time range selectable, but up to 6 months TBC15 in the past) availability factor of the Telescope in terms of the ratio between the Observation Resource Units currently available to perform observational experiments (i.e. its core mission) and the total number of Observation Resource Units commissioned (i.e. accepted for operational use) and therefore including those that are faulty, in maintenance or not ready.
"
51	SKA1-SYS_REQ-2296	"The SKA1_Mid or SKA1_Low, when commanded, shall respond to the detection of transient events via one or more of the following: (a) adjust the scheduling queue on the telescope of origin; (b) issuing a Virtual Observatory Event, VOEvent; (c) issuing a Target of Opportunity, ToO, announcement to SKA Telescopes."	Derived to L2	Yes	TM_REQ_330	SKA1-Low TM shall receive SKA1-Mid generated transient announcements as VO Events from SKA1-Mid TM via the I.S1ML.TM_TM interface.
73	SKA1-SYS_REQ-2370	"Weather monitoring stations (2 in each core and 2 outside the core) shall be provided as part of the infrastructure of SKA1_Mid and SKA1_Low - wind, temperature and humidity."	Derived to L2	Yes	TM_REQ_331	"The SKA1_Low TM shall receive wind speed and direction, temperature and humidity data from INFRA-AUS (via the I.S1L.TM_INAU.002 interface)."
75	SKA1-SYS_REQ-2372	Existing Tropospheric monitoring stations shall be expanded as part of the SKA1_Low and SKA1_Mid infrastructure to provide at least 3 sensor units per telescope array site	Derived to L2	Yes	TM_REQ_331	"The SKA1_Low TM shall receive wind speed and direction, temperature and humidity data from INFRA-AUS (via the I.S1L.TM_INAU.002 interface)."
68	SKA1-SYS_REQ-2317	"SKA1_Mid and SKA1_Low shall maintain a database of relevant satellite trajectories, including orbital information, emission characteristics and owner."	Derived to L2	Yes	TM_REQ_332	"The TM shall allow an authorised catalog maintainer to add the RF emission characteristics of a satellite to the Satellite data repository.
TMO_REQ_008
The TMO shall automatically acquire satellite trajectories and orbit information via its I.S1.TMO_SIS interface as per [RD49] at a daily interval."
